"Codi postal","Latitud","Longitud"
3001,38.3443850449099,-0.486584833449719
3002,38.3459404339878,-0.479427201219923
3003,38.3395854481636,-0.490003507187071
3004,38.3498924318152,-0.487120390889184
3005,38.3541733603894,-0.502233391445977
3006,38.3497383828418,-0.533158633448728
3007,38.3405897941419,-0.516491656585336
3008,38.3131150660618,-0.527612817177505
3009,38.3670225995113,-0.515329821266644
3010,38.3638705931035,-0.489229926496234
3011,38.3761540452514,-0.493051576045393
3012,38.3584142949755,-0.481646641991851
3013,38.3566850332287,-0.47492322720782
3014,38.3702351700774,-0.483882623425398
3015,38.3725353888359,-0.470237867131564
3016,38.3697722415936,-0.44865345957791
3071,38.2841732046894,-0.560612190534127
3100,38.5510886579518,-0.489615755154272
3108,38.6048483961598,-0.411477937247598
3109,38.5214789643587,-0.594319570885859
3110,38.4344423596973,-0.474969974879032
3111,38.500937587126,-0.418488200726786
3112,38.3945445274497,-0.483092165228203
3113,38.3339939410006,-0.62215826963582
3114,38.3270563486661,-0.560891449054697
3115,38.4696256020244,-0.478939237305361
3130,38.2035044378537,-0.577416451194464
3138,38.1673027256104,-0.48073724977075
3139,38.2364237087246,-0.599743147491634
3140,38.0747819916186,-0.660632074026329
3149,38.0879722684807,-0.678034114386501
3150,38.1388934838623,-0.754922572616311
3158,38.1523488043544,-0.796702400683246
3159,38.109841721121,-0.762915479298267
3160,38.1073843323749,-0.792318536178058
3169,38.1042373687908,-0.804201751597462
3170,38.0739505927273,-0.718886179749536
3176,38.0609079013853,-0.750616631284271
3177,38.125652671688,-0.693286729086861
3178,38.0749218205148,-0.740866414444882
3179,38.0830452180008,-0.774064865246303
3181,37.9804951991418,-0.684255550695643
3182,37.9798801097317,-0.67199497692588
3183,38.0002557080033,-0.668028301258651
3184,38.0091341495697,-0.709426866068625
3185,37.9606709725117,-0.708497141639383
3186,37.9569464058832,-0.736560911926458
3187,38.0293210365533,-0.771856919662742
3188,38.0161333428574,-0.655336539765174
3189,37.9462874571832,-0.70888602126733
3190,37.8646857715003,-0.791299845945682
3191,37.9023949265516,-0.832362598916257
3193,37.9748313875731,-0.80310147475262
3194,38.1453133654016,-0.644925385824635
3195,38.2673973554339,-0.54829426918325
3201,38.2657156782055,-0.706000280513001
3202,38.27390451072,-0.675554250528261
3203,38.2929452022732,-0.615933745776451
3204,38.2580731894665,-0.705704874710444
3205,38.2893501663363,-0.740540990314332
3206,38.2808236018148,-0.712123636554789
3207,38.3063639216672,-0.684080041151454
3208,38.265194400892,-0.660595022851645
3290,38.2443661307467,-0.676157693030119
3291,38.3322605248149,-0.661034039691828
3292,38.2106085773339,-0.647962210137633
3293,38.2278081608525,-0.720532946950042
3294,38.1759487557604,-0.693782207840613
3295,38.2818355939914,-0.627188771945752
3296,38.2251294065932,-0.74766427520267
3300,38.0919247618265,-0.949891705624676
3310,38.0479287502788,-0.851719468440828
3311,38.087506362178,-0.998759277005506
3312,38.0583914267805,-0.969377938779137
3313,38.0054327089731,-0.899809707448473
3314,38.0873733983979,-0.862651179209436
3315,38.191608814271,-0.958703262703118
3316,38.151770290016,-0.983125344937323
3317,38.1719097671493,-0.915365477381719
3320,38.2955220656228,-0.587195715991436
3321,38.0771163104755,-0.924047309023637
3322,38.0794209596328,-0.908843668813918
3325,38.0838741889252,-0.889698401000958
3330,38.2554911845023,-0.826189810101714
3339,38.2087501963843,-0.794483329050223
3340,38.2122010193805,-0.888613600120934
3348,38.1466642784208,-0.933258291646809
3349,38.1812743836076,-0.837474684106007
3350,38.1437349340116,-0.899890871969236
3360,38.1551134364058,-0.938251039264399
3369,38.1069250451108,-0.848076406728328
3370,38.1223302657488,-0.921506597247884
3380,38.0672513473023,-0.848859717812333
3390,38.0736707674623,-0.831949713346837
3400,38.5763895933072,-0.967138804493654
3408,38.6130968553627,-0.826795149040031
3409,38.6407100772806,-0.911254552068311
3410,38.6445424098762,-0.747939679547994
3420,38.5679689193794,-0.670611971757635
3430,38.6333550717364,-0.660997229813897
3440,38.624870300889,-0.562985967861865
3450,38.705489371656,-0.677875645639652
3460,38.7185892361657,-0.771509677596375
3469,38.7287972049579,-0.740441093827975
3501,38.5387315688589,-0.13077970957103
3502,38.5604794741141,-0.143949568073312
3503,38.5439192081383,-0.0958740322485111
3509,38.5741623590456,-0.203376653373303
3510,38.6535009636107,-0.104680245195777
3516,38.645540877972,-0.202696145691307
3517,38.670220978022,-0.168339638223202
3518,38.6848695838738,-0.121261926183649
3520,38.6207902109836,-0.152445027100612
3530,38.601111361585,-0.120240256723413
3540,38.3696584419781,-0.421377372910973
3550,38.4046064589281,-0.428580035798918
3559,38.3888335699607,-0.462137801308641
3560,38.4622522215575,-0.372722543513911
3569,38.5100583656894,-0.363323773340046
3570,38.521023919998,-0.251505542512129
3578,38.5713623538747,-0.33946915638261
3579,38.6179522485516,-0.278796354091366
3580,38.5863627131425,-0.0993093936979878
3581,38.5652406695928,-0.0711098134713325
3590,38.6068392104956,-0.0589655965521582
3599,38.6387096789162,-0.0388403975783987
3600,38.4867679544689,-0.816193325650619
3610,38.4921652172971,-0.731581952282099
3630,38.5388468103412,-0.808905135972617
3638,38.5078130543581,-0.910473718256336
3639,38.5690215437494,-0.822751162198213
3640,38.4153828170106,-0.868059183149048
3649,38.4363830200276,-0.938836301328821
3650,38.4055455410264,-1.03783158337896
3657,38.4883245825679,-1.09835827043127
3658,38.4176635932662,-1.00737599329686
3659,38.3688047990259,-1.06996119412076
3660,38.3942196460596,-0.786174706389428
3668,38.3435920427034,-1.00407282906489
3669,38.3551614001555,-0.907852972299664
3670,38.4077704332647,-0.719258871467063
3679,38.3755015028615,-0.684948905469801
3680,38.3295288821262,-0.785309990234065
3688,38.3077634252397,-0.895060483700539
3689,38.2689560149567,-0.932233386981968
3690,38.4270677933973,-0.534425678349587
3698,38.44233998247,-0.64167870632268
3699,38.4057046131982,-0.589172500123901
3700,38.830144408116,0.093782817029771
3709,38.8275145497349,0.0703714766187573
3710,38.6527078586844,0.0443771657981996
